id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
392239,Johannesburg,24-05-2009,Anil Kumble,The Wanderers Stadium,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Deccan Chargers,runs,6,,Rudi Koertzen,Simon Taufel,1,0,0,1,
419106,Mumbai,12-03-2010,Angelo Mathews,Dr DY Patil Sports Academy,0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,11,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Deccan Chargers
419107,Mumbai,13-03-2010,Yusuf Pathan,Brabourne Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,4,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Mumbai Indians
419108,Chandigarh,13-03-2010,Gautam Gambhir,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Kings XI Punjab
419109,Kolkata,14-03-2010,Manoj Tiwary,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,,Kumar Dharmasena,Amiesh Saheba,0,0,0,0,Kolkata Knight Riders
419110,Chennai,14-03-2010,Chaminda Vaas,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,31,,Krishna Hariharan,Daryl Harper,0,0,0,0,Chennai Super Kings
419111,Ahmedabad,15-03-2010,Virender Sehwag,Narendra Modi Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,,Brian Jerling,Rudi Koertzen,0,0,0,0,Rajasthan Royals
419112,Bangalore,16-03-2010,Jacques Kallis,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,8,,Subrat Das,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419113,Kolkata,16-03-2010,Mahendra Singh Dhoni,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,55,,Kumar Dharmasena,Amiesh Saheba,0,0,0,0,Kolkata Knight Riders
419114,Delhi,17-03-2010,Sachin Tendulkar,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,runs,98,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Delhi Capitals
419115,Bangalore,18-03-2010,Jacques Kallis,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10,,Krishna Hariharan,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419116,Delhi,19-03-2010,Matthew Hayden,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,5,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Delhi Capitals
419117,Cuttack,19-03-2010,Andrew Symonds,Barabati Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,runs,6,,Billy Bowden,Marais Erasmus,0,0,0,0,Deccan Chargers
419118,Ahmedabad,20-03-2010,Abhishek Jhunjhunwala,Narendra Modi Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,34,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Rajasthan Royals
419119,Mumbai,20-03-2010,Jacques Kallis,Brabourne Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,7,,Kumar Dharmasena,Sanjay Hazare,0,0,0,0,Mumbai Indians
419120,Cuttack,21-03-2010,Andrew Symonds,Barabati Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Deccan Chargers,runs,10,,Billy Bowden,Marais Erasmus,0,0,0,0,Deccan Chargers
419121,Chennai,21-03-2010,Juan Theron,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,tie,,,Krishna Hariharan,Daryl Harper,0,0,0,0,Chennai Super Kings
419122,Mumbai,22-03-2010,Sachin Tendulkar,Brabourne Stadium,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7,,Sanjay Hazare,Simon Taufel,0,0,0,0,Mumbai Indians
419123,Bangalore,23-03-2010,Robin Uthappa,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,36,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
419124,Chandigarh,24-03-2010,Adam Voges,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,31,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Kings XI Punjab
419125,Mumbai,25-03-2010,Sachin Tendulkar,Brabourne Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,5,,Billy Bowden,Amiesh Saheba,0,0,0,0,Mumbai Indians
419126,Ahmedabad,26-03-2010,Yusuf Pathan,Narendra Modi Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,8,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Rajasthan Royals
419127,Chandigarh,27-03-2010,Manoj Tiwary,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,39,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Kings XI Punjab
419128,Bangalore,25-03-2010,Kedar Jadhav,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,runs,17,,Brian Jerling,Rudi Koertzen,0,0,0,0,Royal Challengers Bangalore
419129,Ahmedabad,28-03-2010,Naman Ojha,Narendra Modi Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,17,,Sanjay Hazare,Simon Taufel,0,0,0,0,Rajasthan Royals
419130,Mumbai,28-03-2010,Harbhajan Singh,Dr DY Patil Sports Academy,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,41,,Subrat Das,Krishna Hariharan,0,0,0,0,Deccan Chargers
419131,Delhi,29-03-2010,David Warner,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,runs,40,,Sanjay Hazare,Simon Taufel,0,0,0,0,Delhi Capitals
419132,Mumbai,30-03-2010,Lasith Malinga,Brabourne Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Mumbai Indians,wickets,4,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Mumbai Indians
419133,Chennai,31-03-2010,Murali Vijay,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,5,,Brian Jerling,Rudi Koertzen,0,0,0,0,Chennai Super Kings
419134,Delhi,31-03-2010,Dinesh Karthik,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,67,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Delhi Capitals
419135,Kolkata,01-04-2010,Sourav Ganguly,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,24,,Krishna Hariharan,Daryl Harper,0,0,0,0,Kolkata Knight Riders
419136,Chandigarh,02-04-2010,Kevin Pietersen,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,6,,Billy Bowden,Marais Erasmus,0,0,0,0,Kings XI Punjab
419137,Chennai,03-04-2010,Murali Vijay,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,23,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Chennai Super Kings
419138,Mumbai,03-04-2010,Ambati Rayudu,Brabourne Stadium,0,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Mumbai Indians,runs,63,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Mumbai Indians
419139,Kolkata,04-04-2010,Mahela Jayawardene,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,8,,Sudhir Asnani,Daryl Harper,0,0,0,0,Kolkata Knight Riders
419140,Delhi,04-04-2010,Paul Collingwood,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals,runs,37,,Billy Bowden,Marais Erasmus,0,0,0,0,Delhi Capitals
419141,Nagpur,05-04-2010,Shane Warne,Vidarbha Cricket Association Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Deccan Chargers
419142,Chennai,06-04-2010,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,24,,Sudhir Asnani,Daryl Harper,0,0,0,0,Chennai Super Kings
419143,Jaipur,07-04-2010,Michael Lumb,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,9,,Sundaram Ravi,Shavir Tarapore,0,0,0,0,Rajasthan Royals
419144,Kolkata,07-04-2010,Sourav Ganguly,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,14,,Brian Jerling,Rudi Koertzen,0,0,0,0,Kolkata Knight Riders
419145,Bangalore,08-04-2010,Tirumalasetti Suman,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7,,Sudhir Asnani,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419146,Chandigarh,09-04-2010,Kumar Sangakkara,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Kings XI Punjab,wickets,6,,Marais Erasmus,Amiesh Saheba,0,0,0,0,Kings XI Punjab
419147,Nagpur,10-04-2010,Ryan Harris,Vidarbha Cricket Association Stadium,0,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,Deccan Chargers,wickets,6,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Deccan Chargers
419148,Bangalore,10-04-2010,Vinay Kumar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,,Krishna Hariharan,Daryl Harper,0,0,0,0,Royal Challengers Bangalore
419149,Delhi,11-04-2010,Piyush Chawla,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,wickets,7,,Billy Bowden,Amiesh Saheba,0,0,0,0,Delhi Capitals
419150,Jaipur,11-04-2010,Sachin Tendulkar,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,runs,37,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Rajasthan Royals
419151,Nagpur,12-04-2010,Harmeet Singh,Vidarbha Cricket Association Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,13,,Rudi Koertzen,Russell Tiffin,0,0,0,0,Deccan Chargers
419152,Mumbai,13-04-2010,Kieron Pollard,Brabourne Stadium,0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,runs,39,,Sudhir Asnani,Daryl Harper,0,0,0,0,Mumbai Indians
419153,Chennai,13-04-2010,Ravichandran Ashwin,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9,,Sanjay Hazare,Simon Taufel,0,0,0,0,Chennai Super Kings
419154,Jaipur,14-04-2010,Kevin Pietersen,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,wickets,5,,Billy Doctrove,Sundaram Ravi,0,0,0,0,Rajasthan Royals
419155,Chennai,15-04-2010,Gautam Gambhir,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,6,,Kumar Dharmasena,Sanjay Hazare,0,0,0,0,Chennai Super Kings
419156,Dharamsala,16-04-2010,Rohit Sharma,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,5,,Marais Erasmus,Amiesh Saheba,0,0,0,0,Kings XI Punjab
419157,Bangalore,17-04-2010,Ryan McLaren,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,runs,57,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Royal Challengers Bangalore
419158,Kolkata,17-04-2010,Jaydev Unadkat,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8,,Brian Jerling,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
419159,Dharamsala,18-04-2010,Mahendra Singh Dhoni,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,,Billy Bowden,Amiesh Saheba,0,0,0,0,Kings XI Punjab
419160,Delhi,18-04-2010,Andrew Symonds,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,11,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Delhi Capitals
419161,Kolkata,19-04-2010,Murali Kartik,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Kolkata Knight Riders,wickets,9,,Brian Jerling,Rudi Koertzen,0,0,0,0,Kolkata Knight Riders
419162,Mumbai,21-04-2010,Kieron Pollard,Dr DY Patil Sports Academy,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,35,,Billy Doctrove,Russell Tiffin,1,0,1,0,
419163,Mumbai,22-04-2010,Doug Bollinger,Dr DY Patil Sports Academy,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,38,,Billy Doctrove,Russell Tiffin,1,0,1,0,Deccan Chargers
419164,Mumbai,24-04-2010,Anil Kumble,Dr DY Patil Sports Academy,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,9,,Rudi Koertzen,Simon Taufel,0,0,0,0,Royal Challengers Bangalore
419165,Mumbai,25-04-2010,Suresh Raina,Dr DY Patil Sports Academy,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,22,,Rudi Koertzen,Simon Taufel,1,0,0,1,
501198,Chennai,08-04-2011,Anirudha Srikkanth,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,2,,Billy Doctrove,Paul Reiffel,0,0,0,0,Chennai Super Kings
501199,Hyderabad,09-04-2011,Siddharth Trivedi,Rajiv Gandhi International Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8,,Rudi Koertzen,Shavir Tarapore,0,0,0,0,Deccan Chargers
501200,Kochi,09-04-2011,AB de Villiers,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,6,,Kumar Dharmasena,Krishna Hariharan,0,0,0,0,Kochi Tuskers Kerala
501201,Delhi,10-04-2011,Lasith Malinga,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,8,,Amiesh Saheba,Russell Tiffin,0,0,0,0,Delhi Capitals
501202,Mumbai,10-04-2011,Shrikant Wagh,Dr DY Patil Sports Academy,0,Pune Warriors India,Kings XI Punjab,Kings XI Punjab,bat,Pune Warriors India,wickets,7,,Billy Doctrove,Paul Reiffel,0,0,0,0,Pune Warriors India
501203,Kolkata,11-04-2011,Jacques Kallis,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,9,,Rudi Koertzen,Shavir Tarapore,0,0,0,0,Kolkata Knight Riders
501204,Jaipur,12-04-2011,Shane Warne,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,wickets,6,,Aleem Dar,Russell Tiffin,0,0,0,0,Rajasthan Royals
501205,Bangalore,12-04-2011,Sachin Tendulkar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9,,Kumar Dharmasena,Tony Hill,0,0,0,0,Royal Challengers Bangalore
501206,Chandigarh,13-04-2011,Paul Valthaty,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Asad Rauf,Suresh Shastri,0,0,0,0,Kings XI Punjab
501207,Mumbai,13-04-2011,Mohnish Mishra,Dr DY Patil Sports Academy,0,Pune Warriors India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Pune Warriors India,wickets,4,,Sudhir Asnani,Paul Reiffel,0,0,0,0,Pune Warriors India
501208,Hyderabad,14-04-2011,Dale Steyn,Rajiv Gandhi International Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,33,,Rudi Koertzen,Sundaram Ravi,0,0,0,0,Deccan Chargers
501209,Jaipur,15-04-2011,Gautam Gambhir,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9,,Aleem Dar,Sanjay Hazare,0,0,0,0,Rajasthan Royals
501210,Mumbai,15-04-2011,Brendon McCullum,Wankhede Stadium,0,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8,,Billy Doctrove,Paul Reiffel,0,0,0,0,Mumbai Indians
501211,Chennai,16-04-2011,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,21,,Kumar Dharmasena,Tony Hill,0,0,0,0,Chennai Super Kings
501212,Hyderabad,16-04-2011,Paul Valthaty,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,8,,Rudi Koertzen,Sundaram Ravi,0,0,0,0,Deccan Chargers
501213,Mumbai,17-04-2011,Yuvraj Singh,Dr DY Patil Sports Academy,0,Pune Warriors India,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,3,,Asad Rauf,Amiesh Saheba,0,0,0,0,Pune Warriors India
501214,Kolkata,17-04-2011,Lakshmipathy Balaji,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,,Aleem Dar,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
501215,Kochi,18-04-2011,Brendon McCullum,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,7,D/L,Krishna Hariharan,Tony Hill,0,0,0,0,Kochi Tuskers Kerala
501216,Delhi,19-04-2011,Sunny Sohal,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,16,,Paul Reiffel,Rod Tucker,0,0,0,0,Delhi Capitals
501218,Mumbai,20-04-2011,Munaf Patel,Wankhede Stadium,0,Mumbai Indians,Pune Warriors India,Pune Warriors India,bat,Mumbai Indians,wickets,7,,Asad Rauf,Amiesh Saheba,0,0,0,0,Mumbai Indians
501219,Kolkata,20-04-2011,Mahela Jayawardene,Eden Gardens,0,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Kochi Tuskers Kerala,runs,6,,Aleem Dar,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
501220,Chandigarh,21-04-2011,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,48,,Sudhir Asnani,Paul Reiffel,0,0,0,0,Kings XI Punjab
501221,Mumbai,22-04-2011,Harbhajan Singh,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,8,,Asad Rauf,Amiesh Saheba,0,0,0,0,Mumbai Indians
501222,Kolkata,22-04-2011,Chris Gayle,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9,,Sanjay Hazare,Russell Tiffin,0,0,0,0,Kolkata Knight Riders
501223,Delhi,23-04-2011,David Warner,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Delhi Capitals,runs,29,,Sudhir Asnani,Rudi Koertzen,0,0,0,0,Delhi Capitals
501224,Hyderabad,24-04-2011,Lasith Malinga,Rajiv Gandhi International Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,37,,Kumar Dharmasena,Tony Hill,0,0,0,0,Deccan Chargers
501225,Jaipur,24-04-2011,Shane Warne,Sawai Mansingh Stadium,0,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,Rajasthan Royals,wickets,8,,Billy Doctrove,Shavir Tarapore,0,0,0,0,Rajasthan Royals
501226,Chennai,25-04-2011,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Pune Warriors India,Pune Warriors India,field,Chennai Super Kings,runs,25,,Aleem Dar,Russell Tiffin,0,0,0,0,Chennai Super Kings
501227,Delhi,26-04-2011,Virat Kohli,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,3,,Sudhir Asnani,Rod Tucker,0,0,0,0,Delhi Capitals
501228,Mumbai,27-04-2011,Doug Bollinger,Dr DY Patil Sports Academy,0,Pune Warriors India,Chennai Super Kings,Pune Warriors India,bat,Chennai Super Kings,wickets,8,,Asad Rauf,Suresh Shastri,0,0,0,0,Pune Warriors India
501229,Kochi,27-04-2011,Ishant Sharma,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Deccan Chargers,runs,55,,Kumar Dharmasena,Tony Hill,0,0,0,0,Kochi Tuskers Kerala
501230,Delhi,28-04-2011,Manoj Tiwary,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,runs,17,,Paul Reiffel,Rod Tucker,0,0,0,0,Delhi Capitals
501231,Jaipur,29-04-2011,Johan Botha,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,7,,Asad Rauf,Shavir Tarapore,0,0,0,0,Rajasthan Royals
501232,Bangalore,29-04-2011,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,Royal Challengers Bangalore,runs,26,,Aleem Dar,Sanjay Hazare,0,0,0,0,Royal Challengers Bangalore
501233,Kochi,30-04-2011,Virender Sehwag,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,38,,Kumar Dharmasena,Tony Hill,0,0,0,0,Kochi Tuskers Kerala
501234,Kolkata,30-04-2011,Iqbal Abdulla,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,,Amiesh Saheba,Suresh Shastri,0,0,0,0,Kolkata Knight Riders
501235,Jaipur,01-05-2011,Ross Taylor,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,field,Rajasthan Royals,wickets,6,,Shavir Tarapore,Simon Taufel,0,0,0,0,Rajasthan Royals
501236,Chennai,01-05-2011,Albie Morkel,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,19,,Aleem Dar,Russell Tiffin,0,0,0,0,Chennai Super Kings
501237,Mumbai,02-05-2011,Kieron Pollard,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,runs,23,,Kumar Dharmasena,Paul Reiffel,0,0,0,0,Mumbai Indians
501238,Delhi,02-05-2011,Prashanth Parameswaran,Arun Jaitley Stadium,0,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,7,,Asad Rauf,Suresh Shastri,0,0,0,0,Delhi Capitals
501239,Hyderabad,03-05-2011,Yusuf Pathan,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,20,,Sudhir Asnani,Rod Tucker,0,0,0,0,Deccan Chargers
501240,Chennai,04-05-2011,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,8,,Sanjay Hazare,Russell Tiffin,0,0,0,0,Chennai Super Kings
501241,Mumbai,04-05-2011,Rahul Sharma,Dr DY Patil Sports Academy,0,Pune Warriors India,Mumbai Indians,Pune Warriors India,field,Mumbai Indians,runs,21,,Kumar Dharmasena,Simon Taufel,0,0,0,0,Pune Warriors India
501242,Kochi,05-05-2011,Brad Hodge,Jawaharlal Nehru Stadium,0,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Kochi Tuskers Kerala,runs,17,,Sundaram Ravi,Rod Tucker,0,0,0,0,Kochi Tuskers Kerala
501243,Hyderabad,05-05-2011,Virender Sehwag,Rajiv Gandhi International Stadium,0,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,,Asad Rauf,Amiesh Saheba,0,0,0,0,Deccan Chargers
501244,Bangalore,06-05-2011,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,85,,Aleem Dar,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
501245,Kolkata,07-05-2011,Iqbal Abdulla,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,runs,10,D/L,Asad Rauf,Paul Reiffel,0,0,0,0,Kolkata Knight Riders
